reviewer,review_title,review,rating,review_date,app_version,country,source,app_id,is_edited,developer_response
My lil experience with you,Handling charge and limited qty,I wanted to buy a hair color worth 374 and they added handling charge to it making it 391.. which I understood was fine but then I wasn’t allowed to add two quantities . So it’s like I need to buy twice and pay for handling charges for the same product I know I want at the same time..,4,2026-07-24T00:31:24-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
JK Haniya,Misleading service availability,"The app shows that my location is serviceable and allow me to browse products. Add them to my cart and Proceed to check out. Only at the final step does it display “ Store is temporarily unavailable, Please try again sometime” - again and again. This is frustrating waste of the customer time. If the store is unavailable. The app should clearly indicate that before lettering users user Shop.

Another major issue is the lack of an option to permanently delete my account. Now, I don’t want to use the Flipkart services, I should have the right to permanently remove my account and personal data instead of living it stored on your server. 

advise how to delete my account permanently?",1,2026-07-23T23:24:30-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Rishiuppal07,Overhyped Quick Delivery App,"Most Products are prices higher than all competitors(Flipkart Minutes,Amazon Now,Swiggy Instamart,Zepto,Bigbasket Now,Jiomart) with hardly any offers(payment) with high delivery charges and handling charges which most players in this domain aren’t charging any on minimum order value as less as 99 bucks.
I hardly order on Blinkit because of these charges imposed on the customer.
But sometimes we are forced to order certain items which aren’t available elsewhere.
You aren’t a niche player.
Please try and understand.
Just having a catchy name wouldn’t let you survive long in this cut throat market.
We all saw what happened with Paytm despite having first mover advantage.",1,2026-07-23T22:58:37-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
hs#@,Return policy of a damage product is not good,I ordered body weight machine and it was stop working within 10 days and replacement policy is only for 7 days,1,2026-07-23T21:17:05-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Akanksha 89,Rude vendor,It’s disheartening that the vendor is so rude regarding the coins given,1,2026-07-23T20:41:22-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Harpal111,Limited assortments,Limited assortments and limited offers,1,2026-07-23T18:30:44-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Piu@55,Bad service charges,The service charges and types of service charges this platform offers are way too much and not convenient for normal people,3,2026-07-23T18:12:13-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
klizand,SHAME ON YOU,"Deleting Blinkit.

Shame on you. You built your business on the support of ordinary people, but when it mattered, you chose not to stand with them. Whether or not people agree with your decisions, trust is hard to earn and easy to lose.

People don’t forget who stood by them and who didn’t. I won’t be supporting your platform anymore.",1,2026-07-23T18:03:33-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Bewakoof is scam,This Blinkit is a Scam,I order charger on Blinkit and the amount was debited and after a minutes I received a message the teams cannot be delivered and will send a refund in 3-5 business days. It’s already a months I haven’t received any refund,1,2026-07-23T15:34:35-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Hardeep9090,Sarkar ke dale,Ye sarkar ke dale hai bha*ve chatu log jantar mantar me food nahi bhej rahe sarkar ki sun ke tum salo bha*vo tumhara adha business ye students se chalta hai aj apni ma ch**a  rahe ho tum log we will boycott u,1,2026-07-23T15:01:23-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Havesomeshame,Disappointed,In this high time protest you are not delivering products. Have some shame,1,2026-07-23T12:32:57-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Geetminno,Shame,Shame on you . I wish your family face same problem as a protester face,1,2026-07-23T12:21:02-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Shriya R13,Blinkit is BS 👎,"Losers, take the L.",1,2026-07-23T11:35:10-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
sagarOceanix,God bless this app,"Love it, the UI is too good",5,2026-07-23T11:12:54-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Indian student69,Anti india,This app works against india and its students. Bsdiwalon protest site pe order bhijwao,1,2026-07-23T10:17:28-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Studentjan,Not working,At the time of protest corporate took his side,1,2026-07-23T10:15:24-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
ms757511,No doubt,No doubt it is last moment app in India,5,2026-07-23T09:54:41-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Srrks,Good Service,Any time we can do shopping along with printing out mad our life very convenient specially for those who cannot go in night,5,2026-07-23T09:53:43-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Jd1234de,ICICI bank does not work in this,ICICI bank does not work in this,1,2026-07-23T09:09:10-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Rohit_Garg,No support. No business,"Uninstalling if you can’t support our students and deliver to the delhi protest site. Then we don’t need you. There are many platform’s are available, and I will encourage everyone to uninstall your app. Lets see how the gov supports you then.",1,2026-07-23T07:31:05-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Rockstar Twinkle,Support team is very poor,"After multiple attempts, their support team will not understand and they don’t have a genuine issue resolution as they can’t provide the resolution so they just give the mail and say sorry and nothing else it is really a bad service which you Blinkit will provide too their customer. Very dissatisfaction and it’s completely waste of customer money. They don’t value the customer time and money, and if you order and if something happen, they don’t provide any return refund or any support of this. They just ignore.",1,2026-07-23T07:19:06-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Rishi<23,Boycott,Worst app block report this app and avoid ordering from these apps,1,2026-07-23T06:30:22-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
PuneBaner,Additional charges at the end of payment,Additional charges at the end of payment,1,2026-07-23T05:31:02-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Salvatore2345,Absurd fees,"It’s been a while since i started using blinkit and never complained before but suddenly you guys increased the handling fees to ₹9 when you don’t even handle the products well as often i get soggy ice creams and dirty packets! On top of that your absurd policy of free delivery on products over ₹199, otherwise delivery charge of ₹30! Do you seriously expect us to order products worth ₹199 every single time??!! Not everyone can afford to order products at this much price every single time! And the delivery fees is too much! The blinkit store in my area isn’t even far it’s just 5-7 minutes away and still you are charging so much from your customers at least lower the minimum amount required for free delivery!",2,2026-07-23T04:46:28-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
heena dev,Supper,Very fast delivery liked it y,5,2026-07-23T03:37:59-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Vishnu Vizs,Fraud Application guys. Don't install,Item received is entirely different from whats shown. & There is absolutely 0 customer care. No way to chat with them or call them.,1,2026-07-23T01:03:01-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
MehakGarg,Ordered a bouquet. Got one full of insects,"I ordered a bouquet which was delivered in nice packaging. On touching the flowers I noticed so many little insects crawling inside it. My skin started itching and I am not allergic to any flowers. When I tried to reach customer support, they just kept closing the chat - no conversation, no attempted resolution, no reverse pickup or refund! Not even an apology.",1,2026-07-22T23:57:21-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Anilkumar anil,No offers and no discount,No offers and coupon also not given campare to other blinkit waste,1,2026-07-22T23:42:37-07:00,18.69.0,IN,App Store (RSS fallback),960335206,,
Yashasnanda,Only giving 5 stars because of no platform fee,Only because of low convenience fee,5,2026-07-22T23:09:41-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Sree6692,Poor support,Order gets cancelled without notification and customer support is a cheat. Worst support team.,1,2026-07-22T22:35:09-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Sanjeeta singh,About shopping,"Blinkit has completely changed the way I shop for groceries and daily essentials. The delivery speed is genuinely mind-blowing,I don't know how they do it! The app is super user-friendly, making it easy to browse and find exactly what I want . The products are always fresh, well-packaged, and reasonably priced. Highly recommend to anyone looking for convenience and speed.",5,2026-07-22T22:26:21-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Shubh💪🏻,Oats,Fab delivery 😊👍🏻,4,2026-07-22T21:49:16-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
PradipGudle,"Best app, fast delivery","I ordered couple of products from this app and delivered of products is very fast, it’s only 15 min. If you required anything urgent you can simply order from blinkit.",5,2026-07-22T21:32:20-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Parth82patel,Bakwaas app,No support from customer care its fraud,1,2026-07-22T21:27:26-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Mrs patnaik,Fraud,Take money and didn’t give products,1,2026-07-22T21:19:15-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
##123######,# SCAM,"I’ve received Buffalo Milk package with scratched mfg and expired date on packet. After complaining regarding this they asked me for proper image with mfg and expired date for refund.  And they have rejected. 

Serious Concern.",1,2026-07-22T21:09:38-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Ashaz Emam,Return policy,"Please be careful while ordering stuff, there is no return policy for the ordered products.",1,2026-07-22T20:49:30-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Ankush Jat,Pakaging,"Very poor quality of packaging of handover 
All most all time it’s gets teared up due to moisture and heavy load",2,2026-07-22T20:39:50-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
bholiba,Good helper,"With the help of blinkit , now we have no worries to collect so many groceries or other household things . All r available at home within few minutes 🙏",5,2026-07-22T19:54:35-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Priya N Jain,Extra charges,Unnecessary surge you apply within seconds,1,2026-07-22T18:45:17-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Shm 31,Weapons,Your partners carry weapons,1,2026-07-22T15:55:59-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Adv sahab,Extra Charges,I don’t understand why Blinkit add extra charges in the name of handling fees night charge and all I order here regularly but never got extra discount for being a regular customer,1,2026-07-22T12:50:43-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Av Singh Dr.,Worst app for deliveries,Always late and terrible delivery service.,5,2026-07-22T12:20:23-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
sammanuja,Not ordering again from this app,"For quick 10min order, first deliver a defective product and then take another 45 mins to waste my time and initiate refund and expect cinematic level of video recording from all angle explaining the issue. Pls also pay me for the video skills I have used to record the video for your convenience and for the time I wasted which I was trying to save with 10min delivery  😒 pathetic",1,2026-07-22T10:04:46-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
RTaran,Delivery partner harassment,Had a terrible experience with the delivery agents,1,2026-07-22T09:45:49-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Herry Bragta,Good service provide,Beautiful service system all staff are good,5,2026-07-22T09:38:30-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Hpui13,Wow,Fast and good delivery,5,2026-07-22T09:32:01-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Pinunanu,Easy and simple,Excellent Service,5,2026-07-22T09:30:27-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Sharma’s family,IT’s Perfect,Perfect source to get everything in minimum time…,5,2026-07-22T09:25:51-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Manoj s. pawar,I love Blinkit,Too fast and furious 👍👍👍,5,2026-07-22T09:09:18-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Sachneh,Excellent,Excellent it’s very good shop I like the way you did it and it looks great and you are very nice I will definitely look forward for your work,5,2026-07-22T07:12:38-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Leoricin,Very good app,Very easy to use all products needed available,5,2026-07-22T06:30:19-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
MOH Basher,The best,Always the best 🤍,5,2026-07-22T06:16:23-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Aishazib,Best app,Convenient and easy way for ordering groceries,5,2026-07-22T06:08:52-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Rajuuu12,Bad,"It’s not better app compare to other, no solution and no return option in this app. It’s totally waste",1,2026-07-22T05:35:58-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Maulik S. Patel,Just Amazing 🤩,It’s just amazing that what you want will get in just 10 minutes. Like you are a prince and all your wishes are granted 😅,5,2026-07-22T03:41:38-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
D Thakur,Dark UX to make you order by mistake and poor customer service,"The UX intentionally makes you order the wrong items by placing them in things you search for, like if you search for AAA batteries they would show you a mix of AA and AAA and its natural for people to order in error and then they dont take return",2,2026-07-22T03:31:15-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
𝑪𝒓𝒂𝒕𝒐𝒓,Best 10 mints app,Service is to good,5,2026-07-22T03:08:10-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
🙏🎉hh,Koi mujhe jungli kahe,Enjoying the services,5,2026-07-22T02:17:00-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Chetan Waskar,Worst Customer Service,Check my chats and calls with yout advisor,1,2026-07-22T01:26:15-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Pushpee’s,Awesome app,Very good app. Keep up the good work 😊,5,2026-07-22T00:46:14-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Abcdpinu,Abcdpinu,Life is easy after using this,5,2026-07-22T00:40:49-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
diwakar21,Faulty product no replace or return,"These people are frauds, they send faulty item and then you don’t have option to return or replace.",1,2026-07-21T23:21:53-07:00,18.70.1,IN,App Store (RSS fallback),960335206,,
Citizen blr,Taking for granted abuse customer,They added surcharge 100 plus delivery 30 plus handling 12 for milk costing 24 rupees,1,2026-07-21T20:26:18-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
SpeedvsMe,Brand,Try to maintain the brands be available regularly,3,2026-07-21T19:37:15-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Villa 38,Excellent,What a life saver……amazing app.,5,2026-07-21T19:18:20-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
sreeaina2000,Speedy delivery,Good range of products & speedy delivery. Return & refund too is instant,5,2026-07-21T18:25:44-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Sreemvsree,Stating free delivery above 199 but not giving,Stating free delivery above 199 but making some other reason like surge charge etc and making sure to take the money from customer.,2,2026-07-21T17:57:11-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Nitik19,Poor Customer support and riders. All lier using loopholes,My order is delivery state from 1 hour which should be delivered in 20 mins. I don’t know what is this loophole. Both rider and customer support are very pressuring me to cancel the order from a hour but not letting it deliver to me.,1,2026-07-21T16:08:24-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
1996&1998customer,Pathetic service by the delivery boy,Order directly canceled and the delivery boy just talking nonsense,1,2026-07-21T14:32:15-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Mahisasuereee,Fraudster,As long as possible avoid delivering through blinkit they charge the highest prices and deliver short items and when complained also do not appreciate or acknowledge customer issue,1,2026-07-21T14:17:09-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Kika;-(-)/₹&:&:&:@:@:@:@,Worst customer support,"Extremely disappointed with Blinkit. I ordered a set of makeup brushes, and the quality was terrible. The bristles were loose and kept falling out, making the product unusable.

What made the experience even worse was the customer support. The chat executive, Samiya, closed the chat before even listening to my complete issue. Instead of trying to help or provide a solution, I was misled and simply told that the product could not be returned.

I have placed many orders with Blinkit as a regular customer, but it seems the company takes no responsibility when a customer receives a defective product. This is the worst customer service I have experienced. If this is how loyal customers are treated, I would rather order from platforms that actually stand behind the products they sell and support their customers when something goes wrong.

Very disappointing experience. I will think twice before ordering from Blinkit again.",1,2026-07-21T12:51:50-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Akash c(4,Unavailable products,"Don’t list, if u haven’t got them stored already",1,2026-07-21T11:24:52-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
sahil1sahil,Bad customer service,They are sending pre saved msgs whenever i complain about delivery and products.no real time customer dealing system,1,2026-07-21T11:00:08-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Kiara_kk,Xcellent !!!,Loved the delivery and speed,5,2026-07-21T09:36:12-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Vaa pha napoli,Bad luck,Never available when needed,1,2026-07-21T09:17:55-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
A.k. Sharma Viva,App is always hanged,"Very disappointing experience. The app hangs frequently and often stops working when I need it most. Pages take too long to load, orders fail to process, and the app sometimes freezes completely, forcing me to restart it. For a service that promises quick delivery, the app’s performance is frustrating and unreliable. I hope the developers fix these stability and performance issues as soon as possible.",1,2026-07-21T08:27:29-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Jaggguda,Service,Nice service never disappointes,5,2026-07-21T08:05:29-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
U_M_1,Missing item and no refund/replacement.,"Shame on Blinkit. Two missing-item incidents in one month, and both complaints were dismissed without any transparent explanation. Every response was the same generic script: “our investigation found no discrepancy.” The ‘Grievance office’ too is good for nothing. If this is what Blinkit calls customer service, it has completely lost the trust of its customers. Thieves.",1,2026-07-21T07:49:39-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Gajreli,Service related,Very good service,5,2026-07-21T07:44:54-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Arul_msw,Good app,Is the most trusted delivery app that i have used,5,2026-07-21T07:39:03-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
neeraj sharma ropar,Excellent service level,Listens to customer complaints well,5,2026-07-21T07:23:15-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Sarah khaleel,Excellent,Excellent service n offers,5,2026-07-21T06:05:41-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Adwin Jaiswal,Excellent app,It is the first fastest app for grocery delivery,5,2026-07-21T05:34:30-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Jyoti katre,Jyoti katre,"Very helpful ,☺️  thank u Blinkit",5,2026-07-21T04:36:30-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
kdpvarma,Bill details are missing,Finding bill details are missing,1,2026-07-21T04:10:37-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Rakeshh14,Delay,It's shows 15mins but not delivered in 15mins sometimes it's took 2hrs after they cancelled and charged me 35 ruppes cancellation,3,2026-07-21T03:24:08-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
ShweS1980,Love buying from Blinkit,"Great app, good prices and a fantastic selection of products",5,2026-07-21T03:07:17-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
Victim 96,Too much delivery charges,Delivery charges increases eqch time which is unfair,1,2026-07-21T01:11:52-07:00,18.70.0,IN,App Store (RSS fallback),960335206,,
